사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2021-07,6호선,458,효창공원앞,22,0,2184,456,4523,3157,14829,5835,21938,19811,12425,11562,8159,6437,7155,5945,7503,6123,7538,6449,7163,6220,7527,6764,9593,7963,11927,10418,19360,17514,8896,12403,5073,7031,4646,5972,3728,6237,913,2331,1,247,0,0,0,0,0,0
2021-07,6호선,459,삼각지,5,0,1289,619,3158,4039,7206,12005,10742,20618,6960,8537,4862,5847,5550,5063,6664,5232,7000,5445,7001,5173,8561,5180,10072,5475,16503,7256,21479,10888,8972,7063,6296,4818,6004,4289,5646,5575,1269,1831,1,83,0,0,0,0,0,0
2021-07,6호선,460,녹사평(용산구청),12,0,966,448,1784,4144,4080,8178,7163,17304,5309,8172,4548,6164,4303,5131,4203,6013,5129,6260,5543,6002,6086,5926,8289,5893,11114,7564,15606,10308,8805,7269,7061,3994,8187,3164,8530,3058,1446,1302,0,70,0,0,0,0,0,0
2021-07,6호선,461,이태원,7,0,2084,1040,4341,7107,8037,9764,11917,20832,8579,18284,6786,12530,7339,11594,8814,12173,9342,13230,10370,12203,12079,13257,16449,15062,20781,17641,25074,22208,17569,16081,14539,9244,18488,7243,16724,7064,2572,3197,1,397,0,0,0,0,0,0
2021-07,6호선,462,한강진,5,0,577,655,1238,6906,2864,17480,4342,30976,3347,24647,2540,13320,3194,12441,4131,12083,4952,16576,6024,10523,9107,10101,17158,10956,26005,13894,29295,19181,19520,7718,14475,2571,23746,2223,15558,2020,1443,947,1,521,0,0,0,0,0,0
2021-07,6호선,463,버티고개,3,0,650,302,1654,1412,3821,2328,5869,4417,3427,2851,2188,2115,2103,1849,2431,1861,2132,2171,1968,2329,2663,2530,2655,2618,3604,3546,4535,5693,2532,4282,1621,2525,1230,2326,1142,2526,326,997,0,51,0,0,0,0,0,0
2021-07,6호선,464,약수,1,0,1369,249,1789,2012,4711,5604,6619,15750,4867,7906,4350,4706,3977,4268,4410,3777,4638,4443,4558,3943,4921,4297,5622,4533,8138,5409,11767,7093,5674,4788,4117,2602,4322,2275,3225,2471,636,988,3,42,0,0,0,0,0,0
2021-07,6호선,465,청구,1,0,1888,379,2708,2304,6274,6815,8907,23251,5526,10129,3975,4485,3711,3454,3696,3566,3897,3809,3915,3449,4057,4018,5056,4342,6754,5317,13135,6792,8082,5058,4377,3088,3721,2905,2760,2913,686,1453,2,137,0,0,0,0,0,0
2021-07,6호선,466,신당,230,3,7543,928,5205,5866,6099,14483,8834,36668,8760,21802,8696,12638,10103,9263,10304,8037,9318,9204,10189,8200,12502,7256,14663,7955,16919,9209,24199,12457,13702,15592,10880,7941,10964,5667,9286,6207,2338,7871,4,877,0,0,0,0,0,0
2021-07,6호선,467,동묘앞,104,0,4175,730,4497,4364,7777,8848,11798,26485,11021,19859,11069,13992,13107,12842,13706,11553,13527,12841,14893,12652,16394,11860,16751,11331,19087,11837,21128,15030,11212,10957,7264,6964,6109,6231,4429,6971,1203,6171,7,719,0,0,0,0,0,0
2021-07,6호선,468,창신,3,0,2514,283,4960,1717,12643,4267,14970,5248,7864,3106,5014,2329,4093,2219,3692,2479,3506,2566,2971,2582,3252,3332,4345,3709,3884,5224,4219,9140,2276,7018,1868,4111,1477,4005,1119,4230,368,1719,0,39,0,0,0,0,0,0
2021-07,6호선,469,보문,9,0,3427,852,6572,3611,17372,7316,25927,17365,14108,8838,8362,5670,7479,5079,8241,6003,8355,6193,7720,5613,8184,6817,9244,8033,11586,11982,14984,20234,7352,15326,5367,9369,5197,8614,4151,10072,1436,4420,1,111,0,0,0,0,0,0
2021-07,6호선,470,안암(고대병원앞),4,0,1285,1216,2812,5212,7567,14753,10324,28514,8854,29620,9784,15058,10684,10216,11534,12260,11029,13309,12680,11378,14831,9643,19388,9466,32539,11370,26663,14927,13018,11741,10789,7303,11752,7291,10118,8615,3423,4048,0,334,0,0,0,0,0,0
2021-07,6호선,471,고려대(종암),26,1,3925,924,7064,3797,19150,8849,23276,20431,12484,11421,8080,6163,7626,6185,8557,6128,8473,7243,7626,6755,8703,7683,11867,8873,16999,11516,15664,19972,7728,16376,5711,9644,5517,9426,4504,9633,1313,4776,2,116,0,0,0,0,0,0
2021-07,6호선,472,월곡(동덕여대),21,0,6817,891,12134,4006,35583,6797,39600,22774,20753,15175,13870,10346,12532,10088,12426,10667,12307,11328,11300,11074,12138,13798,13605,16643,15127,21877,21390,37674,11459,29786,7576,15632,6809,14526,4530,13325,1618,5953,1,108,0,0,0,0,0,0
2021-07,6호선,473,상월곡(한국과학기술연구원),9,0,4853,544,8101,1672,22329,3250,26620,12097,13587,5625,8163,4522,6990,4530,7170,5216,6717,4956,6018,5282,6085,6642,6748,7767,6943,11695,8716,17736,5803,15586,2792,9268,2296,8315,1829,8259,867,3971,1,82,0,0,0,0,0,0
2021-07,6호선,474,돌곶이,26,1,6021,763,13521,2969,32933,5631,36259,14539,18171,9048,11660,7643,9749,6783,10191,7824,10455,7905,9537,8312,9110,10265,9546,12250,10722,17649,11573,29458,8197,24997,4570,14180,4308,10832,3583,11812,1064,5185,0,297,0,0,0,0,0,0
2021-07,6호선,475,석계,978,2,8639,1783,18876,4278,44675,6617,49519,11550,25935,9444,17058,8670,13891,9937,14367,11297,13647,11442,12399,12172,11881,16204,12517,20133,12793,26882,12190,47367,8910,40882,6352,21271,6017,17415,5087,18274,1523,8297,16,720,0,0,0,0,0,0
2021-07,6호선,476,태릉입구,7,2,4300,838,6831,2644,16871,3354,19462,7408,10245,5929,6816,4644,6022,5170,6314,5387,6351,6068,5970,5818,5889,6850,6146,8962,7363,11499,7496,21027,4605,18344,3700,8446,3299,8210,3017,8097,863,4483,2,593,0,0,0,0,0,0
2021-07,6호선,477,화랑대(서울여대입구),9,0,5655,969,19926,3140,55028,5919,48327,10589,22267,6268,13409,5275,11331,5935,11920,7368,11214,7277,9482,7292,10322,9518,10919,11480,11219,18069,10258,34099,5457,30380,3717,16235,3252,12865,2672,12491,868,6365,0,406,0,0,0,0,0,0
2021-07,6호선,478,봉화산(서울의료원),54,2,4691,1103,14243,2922,44498,5500,35306,11770,16566,6488,11638,5938,9809,5493,9775,7912,9229,8385,8362,8147,8077,9978,8412,11389,10422,16996,9314,29508,4499,27331,3478,14947,2888,11324,2273,12081,651,5134,0,431,0,0,0,0,0,0
2021-07,6호선,479,신내,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07,7호선,480,장암,2,0,1454,155,5956,1686,14073,1379,9493,1770,3178,2091,1830,2488,1587,1961,1768,1494,1937,1193,1983,1192,2590,1146,3067,1100,3351,1239,2966,2663,1573,2792,965,1426,672,872,279,492,135,365,0,4,0,0,0,0,0,0
2021-07,7호선,481,도봉산,43,0,4973,944,17177,5301,48583,7434,38244,11484,18701,12442,10505,13174,9470,11042,9645,10384,9154,9926,9075,10222,9773,11587,10652,13717,10552,19189,10457,33440,5209,39027,3600,20843,2614,17072,2062,15806,423,8268,15,1118,0,0,0,0,0,0
2021-07,7호선,482,수락산,33,1,9211,789,20835,5611,48515,8886,44439,17361,25909,16214,17219,15407,15481,14197,16332,14508,16314,13227,15678,13263,15664,15300,16798,18734,17989,24192,18019,40287,11072,41089,7171,22764,5920,17753,3758,17788,1007,8513,6,1156,0,0,0,0,0,0
2021-07,7호선,483,마들,12,0,9452,1201,22956,2754,57795,6938,52696,10163,26093,9302,17909,9040,15522,9790,16162,11157,14491,11360,12640,12744,12020,14687,11687,17346,10870,24901,10318,41641,6455,43824,5343,22742,3733,18728,3143,17563,944,9352,3,599,0,0,0,0,0,0
2021-07,7호선,484,노원,71,2,6377,2101,13689,5900,34206,16929,34317,44318,25703,42214,25559,31611,26884,26894,28189,28877,28009,32136,29596,32187,31345,31761,34688,33524,35966,38944,42157,51967,26011,44120,25665,19483,21514,15222,20267,13767,3005,7741,11,656,0,0,0,0,0,0
2021-07,7호선,485,중계,26,2,8717,2137,22617,4453,56145,11918,56509,20063,30524,11311,20260,8633,16819,9119,17779,11309,15292,12487,13163,11935,13891,14171,15329,16588,15087,23642,14739,42180,7793,41764,5725,22788,5438,18630,4489,18937,1181,8968,3,655,0,0,0,0,0,0
2021-07,7호선,486,하계,13,0,8107,1123,23212,6120,62727,14191,64650,21790,34435,17202,23110,13374,21999,13227,22250,16668,19893,18304,19265,17348,20804,19957,21019,23001,23406,31203,20472,52096,11880,51596,8759,26435,8840,22465,7456,23257,1655,11328,3,575,0,0,0,0,0,0
2021-07,7호선,487,공릉(서울과학기술대),24,0,6024,906,13506,3858,33630,9422,38914,19577,21223,12988,14213,9919,13454,9905,13809,11532,13757,12225,13473,12108,15111,14629,14449,17259,16546,22335,19452,35785,10233,33870,8320,17231,7691,14428,6727,15356,1502,8367,0,202,0,0,0,0,0,0
2021-07,7호선,488,태릉입구,127,0,6850,1221,7779,4957,19968,7941,23364,16331,14993,9831,11307,7568,9092,7153,10156,8257,9902,8771,10043,8064,10352,9398,11456,11288,14538,14746,16015,21629,9231,19053,6570,11147,6633,9778,4935,10322,1585,4719,1,1532,0,0,0,0,0,0
2021-07,7호선,489,먹골,6,0,7568,657,12945,3656,33093,4865,40461,14462,23568,9013,14042,7949,11795,9010,12720,9610,12158,9857,10672,10625,10769,13189,11865,16321,12476,21581,14420,35410,8898,31675,5960,16972,5047,14171,4088,14082,1024,6095,1,446,0,0,0,0,0,0
2021-07,7호선,490,중화,11,0,8791,899,14772,3992,34940,7239,44554,21349,24130,11245,14891,8631,13156,9016,13717,9871,12547,9796,11270,10781,10685,13706,12212,16410,14665,21900,17182,35468,9774,32034,6062,17383,5822,15583,4438,15887,1096,6450,3,467,0,0,0,0,0,0
2021-07,7호선,491,상봉(시외버스터미널),334,3,10409,1491,18509,6803,48962,13326,66188,30984,32812,18507,19176,14044,17285,13799,18299,15535,18292,16432,16860,16020,17529,18349,20134,22237,26262,31245,29259,54355,18947,47709,14307,24974,14153,21322,10158,20814,2442,8978,21,1110,0,0,0,0,0,0
2021-07,7호선,492,면목,18,0,13143,839,22232,5749,54111,8096,68460,21693,37057,13812,20626,12364,17688,12391,17889,13408,16691,13865,14739,15156,14322,20333,16252,25240,17139,32074,17926,52623,13798,47376,8048,25888,6474,22421,4568,22324,1339,9611,1,996,0,0,0,0,0,0
2021-07,7호선,493,사가정,7,0,11587,1417,22308,6879,51481,10931,65718,24853,37883,15821,22946,13940,19219,14031,20083,15634,18919,15575,16825,17054,16833,21347,18156,25684,20844,34656,21538,59340,15383,49646,10439,26632,9545,22109,7820,21350,1988,8374,3,870,0,0,0,0,0,0
2021-07,7호선,494,용마산(용마폭포공원),5,0,4948,560,9947,2350,22333,3775,27622,9437,15547,5385,8299,4689,6654,4793,6671,5446,6471,5131,5517,5619,5574,7029,6323,8578,6033,12084,6947,21032,4735,18605,2786,10342,2213,9652,1655,9880,592,4013,2,277,0,0,0,0,0,0
2021-07,7호선,495,중곡,1,0,5794,555,11946,4430,28557,9063,41946,18881,24960,9470,14222,8264,12338,7467,11878,8444,11196,9066,10077,9947,10266,11968,12729,13315,13576,18101,12472,31012,8896,25169,5415,14647,4558,12386,3539,13324,834,5606,2,128,0,2,0,0,0,0
2021-07,7호선,496,군자(능동),55,0,8568,1181,13822,5889,31853,8758,52673,27401,33928,16726,17670,10857,14666,10277,15469,10578,15674,11455,14614,11286,15064,14402,16670,16984,22247,23791,30628,39861,17677,31284,13372,17218,13334,15328,11375,15225,2440,5975,12,425,4,5,0,0,0,0
2021-07,7호선,497,어린이대공원(세종대),3,0,3327,1207,6789,10274,16854,14129,28241,38689,20338,28148,11317,14164,11483,10835,13643,11979,12641,13019,12174,11712,15121,12174,21869,12988,27263,16921,34735,25193,17385,20017,11513,11671,12227,11411,11266,12283,2868,5875,6,282,0,0,0,0,0,0
2021-07,7호선,498,건대입구,27,0,3198,907,4117,6838,11205,16503,17096,29914,13526,24766,11668,17168,12602,14723,13258,16391,13473,18377,15716,16885,18661,16738,22702,16526,31595,20579,29461,30133,19922,20363,21664,10427,18931,8807,16573,8140,3747,3673,1,1333,0,0,0,0,0,0
2021-07,7호선,499,뚝섬유원지,11,0,5179,505,8890,4257,18578,5833,27039,12176,17158,8719,8921,6711,7739,6873,8021,7272,7879,8179,7567,8982,8365,10655,9667,11999,10849,17845,12623,27514,9321,21136,9839,13943,11614,11899,10445,11576,4520,3991,0,231,0,0,0,0,0,0
2021-07,7호선,500,청담,17,2,2088,3683,5494,26564,9008,55107,11678,130093,10123,86901,9553,31162,11515,18341,13391,17551,15621,18253,18487,15352,26190,13320,34500,12683,56682,13872,100125,15855,50693,10744,26733,7055,25030,6482,19385,4531,3058,2179,3,997,0,0,0,0,0,0
2021-07,7호선,501,강남구청,8,0,1457,1814,3354,12927,5798,31276,8221,98573,7779,87136,8165,34167,9940,20417,11485,17513,13213,18370,16419,14370,21362,13186,25277,12432,41272,13587,80227,15657,46778,9985,27667,6334,28338,5392,22239,4150,3689,2132,4,211,0,0,0,0,0,0
2021-07,7호선,502,학동,6,1,1806,2681,4062,26300,7681,55599,10234,172770,9337,123070,9886,41620,11194,20548,14023,17388,16023,19524,20228,16832,26858,14057,34882,13566,70580,14040,154155,15992,70145,10170,33147,6453,31754,5714,23649,4876,4341,2320,7,121,0,0,0,0,0,0
2021-07,7호선,503,논현,15,0,2102,1251,4506,18841,8154,43088,13669,113391,11850,94941,10688,36529,12294,22332,14539,19990,16048,22385,19415,19787,23726,18281,30222,18528,52905,20466,101751,27459,54035,15838,33648,8987,34040,7043,32398,6823,5471,3365,8,303,0,0,0,0,0,0
2021-07,7호선,504,반포,1,0,748,493,2477,6181,6048,11356,9322,18040,6511,15313,4328,7623,4876,7697,6349,8193,7003,7923,7282,6766,8866,6371,12233,6270,14244,7235,16044,9916,10716,5934,8186,3604,8999,3164,7290,3339,1203,1176,6,58,0,0,0,0,0,0
2021-07,7호선,505,고속터미널,6,10,1084,2778,2713,23789,9304,36655,14483,47992,16102,31845,16159,20554,17879,16974,18011,16449,18437,19405,19281,17574,27807,13121,31462,12550,50197,13398,44872,15642,24391,10558,24627,6496,21403,6286,17553,4181,4031,1462,3,107,0,0,0,0,0,0
2021-07,7호선,506,내방,15,1,2283,1398,6564,10667,15525,23116,23848,79828,17037,40556,12703,17545,12255,13497,13488,12820,14849,14301,15295,12996,16402,13238,20132,14020,34986,18353,67732,25791,23916,18051,15770,9876,15652,8721,12111,8959,1966,3185,1,1038,0,0,0,0,0,0
2021-07,7호선,507,이수,60,0,4469,983,8664,9353,24483,14106,37155,40253,24155,26559,16325,18391,16198,15780,17196,16313,18283,18356,18401,18002,19959,19393,22716,22136,28150,29078,40520,45735,22263,30300,19786,15869,21662,13353,17672,13070,3164,5424,4,373,0,0,0,0,0,0
2021-07,7호선,508,남성,1,0,5296,648,12385,3410,34378,6269,49543,14095,28656,10185,15749,9690,12948,9075,12620,9659,12870,10859,11339,10975,11083,13379,11642,15562,12814,21533,13102,38414,7581,28051,6775,16224,6691,14534,4840,14856,1276,5895,6,205,0,0,0,0,0,0
2021-07,7호선,509,숭실대입구(살피재),1,0,5642,708,11826,3787,33347,6987,45334,14269,25396,16020,14435,9757,12444,9296,12217,10840,12878,11722,11352,11435,11381,13836,14422,16558,17874,24069,15718,42039,8921,31210,6895,18031,7168,16125,6376,17217,1835,7115,2,460,0,0,0,0,0,0
2021-07,7호선,510,상도,0,0,4846,1174,10443,4201,30589,7630,39393,15818,23654,12695,13649,9256,11900,8420,12333,9470,12082,10348,11101,9930,11559,11999,14253,14417,14819,20380,15474,35442,8759,26121,7133,15093,6086,13647,6279,14293,1663,5919,9,379,0,0,0,0,0,0
2021-07,7호선,511,장승배기,23,1,7106,945,11637,3804,25774,7704,38010,17244,22583,10492,13292,9054,11207,9376,11391,9154,11781,9957,10498,10441,10433,12331,11628,14303,12172,19464,14492,30224,7847,23541,5954,13452,5646,12389,4717,11915,1088,4880,0,330,0,0,0,0,0,0
2021-07,7호선,512,신대방삼거리,31,0,10526,923,17621,7001,48040,12146,69794,28826,38088,18516,21403,12597,18611,12551,18837,13149,17155,14813,16058,15652,16552,17888,18062,22161,21145,31305,27082,58344,13890,43814,10611,24749,8432,21870,7049,20534,1848,9910,5,558,0,0,0,0,0,0
2021-07,7호선,513,보라매,34,0,6281,1138,7880,6174,20730,15548,29451,36128,16949,12359,10194,8001,9626,7611,10092,8782,10044,8931,10173,8341,10948,9109,12459,10618,16951,15733,30090,26404,10312,20561,7274,10776,6999,9831,5417,10106,1222,4123,1,368,0,0,0,0,0,0
2021-07,7호선,514,신풍,50,3,10587,1206,15991,4888,38444,10558,48184,19607,26838,10769,14839,9054,12143,9201,13192,10213,12869,10802,11645,10968,11993,13184,12768,16940,15166,25077,17992,40560,9781,29628,6831,16850,5813,16094,4166,15213,1009,5583,6,991,0,0,0,0,0,0
2021-07,7호선,515,대림(구로구청),32,1,11916,1034,8486,3166,14840,6176,19596,17657,15210,12270,10016,12322,10341,11517,10715,11022,11206,10764,11067,10642,12065,12639,12638,13577,14636,19903,16557,21489,10117,13263,7583,9001,6334,10862,4798,9077,1292,3150,1,183,0,0,0,0,0,0
2021-07,7호선,516,남구로,81,0,18752,1662,15177,7397,28762,31824,32430,95236,20710,44599,13123,16673,11652,12694,12906,12359,12614,12982,12234,12477,13811,15041,17635,18954,39224,30231,73313,30255,32310,21008,16834,13564,11683,15693,7748,13879,1999,5393,10,254,0,0,0,0,0,0
2021-07,7호선,517,가산디지털단지,513,5,6862,6089,9058,26442,20372,120385,22359,374853,16284,203888,15527,52499,20039,31718,24746,29181,28640,28527,33310,25439,40841,23006,60349,22482,181029,24884,310063,29114,126323,21676,65896,11889,53053,9581,27605,9139,5937,4132,49,368,0,0,0,0,0,0
2021-07,7호선,518,철산,0,0,10183,4884,25968,9896,73138,15297,78758,30726,39250,25091,24738,19113,22524,18375,23305,19475,21849,21768,20538,21869,21496,24822,25242,30241,30904,47296,30994,83703,18597,66458,16973,31152,17127,25779,14282,24843,2835,9918,23,1081,0,0,0,0,0,0
2021-07,7호선,519,광명사거리,206,5,21840,5905,31379,11494,76679,15905,86874,25599,44432,22683,27565,21360,25511,22210,26688,21821,25379,23811,23778,24364,23477,30289,26548,36103,30023,50686,29578,80562,19337,62830,14882,32671,11880,27619,8528,24884,2218,11069,23,1133,0,0,0,0,0,0
2021-07,7호선,520,천왕,14,0,6948,1191,16474,4677,45668,7280,55693,12511,27917,7286,14071,6122,11740,7405,11528,9154,11241,8791,9698,9373,9734,11574,11355,14957,11263,23214,11864,45232,6399,36351,4388,19681,3655,15158,2644,13914,765,6135,4,555,0,0,0,0,0,0
2021-07,7호선,521,온수(성공회대입구),143,0,7655,1122,15202,3658,46329,7467,53541,12808,22348,6849,11747,5520,9906,5724,10087,6751,8855,6939,7615,7527,7819,9669,10212,11601,11139,20214,10917,40145,5418,31221,3908,16266,3209,14433,2456,12819,653,6892,2,1910,0,0,0,0,0,0
2021-07,7호선,522,까치울,2,0,4355,889,10643,3782,30558,5889,35657,8722,16978,5184,8910,4714,8054,6114,8457,6833,8311,6766,7496,6395,7610,7992,8369,10730,9457,16641,9576,29223,5496,24775,4418,13025,3719,11933,2510,11920,660,4819,4,125,0,0,0,0,0,0
2021-07,7호선,523,부천종합운동장,13,0,3280,1025,6057,3811,15717,6328,17665,11457,9881,5686,6693,4271,6303,3715,5705,3351,5102,4127,4981,4119,5026,4646,6155,4939,7975,6711,9675,12619,4081,11435,2646,5684,2131,4998,1464,5026,356,2381,1,109,0,0,0,0,0,0
2021-07,7호선,524,춘의,14,0,5610,1514,10482,6279,22990,29407,23149,51839,12438,16427,8215,7343,7383,5868,7926,6357,8238,7058,7464,6534,8614,6953,10519,8070,27397,11791,41325,19022,14738,16916,9929,11299,7707,9216,3979,8352,892,3891,5,116,0,0,0,0,0,0
2021-07,7호선,525,신중동,9,0,5487,2141,16242,6263,41930,15157,39155,44489,19810,24606,14209,14290,13897,12798,14484,12907,14464,14787,14924,14202,15823,14797,18455,16771,24552,26098,41406,41803,17078,35365,17000,18782,11152,14078,9677,13587,2092,7444,21,285,0,0,0,0,0,0
2021-07,7호선,526,부천시청,7,1,5472,2241,15729,7051,40693,14249,37506,23966,17968,20150,12627,12245,12855,12398,13780,13691,13110,15388,13498,14942,14770,15313,17978,17461,21777,24283,25839,42250,15567,35214,15645,17528,13638,12526,10628,11763,1743,6833,24,452,0,0,0,0,0,0
2021-07,7호선,527,상동,5,0,4466,1935,14691,4987,36461,12508,32376,27161,15922,27184,11778,14792,12678,14801,14400,16176,14069,17325,14252,16626,16471,16703,19253,17468,22095,25885,28845,41074,17217,36149,14479,15879,17690,12404,15340,11695,2812,6831,50,815,0,0,0,0,0,0
2021-07,7호선,528,삼산체육관,19,0,3811,513,10134,1865,24067,2802,21589,5323,10287,3812,6590,2909,5977,3350,5872,4450,5565,4992,5169,4337,5316,4985,5991,6236,5450,9290,4833,18638,2855,16024,2006,8987,1721,7416,1503,7253,615,4121,16,617,0,0,0,0,0,0
2021-07,7호선,529,굴포천,8,0,6645,554,14334,3792,33932,4782,35338,12721,17024,9676,10288,7198,9434,7469,10049,8544,9472,9383,9222,9468,9158,10788,10200,12974,11421,18056,13204,40068,7585,31545,6152,17949,5839,13912,5370,12674,1438,6211,55,933,0,0,0,0,0,0
2021-07,7호선,530,부평구청,24,0,5693,502,14895,3569,33430,6048,28019,10596,13842,4482,8745,4348,8058,4638,8469,5419,7947,5684,6798,6034,6635,6577,7430,8387,10360,11067,10584,23819,5441,23415,4209,14522,3406,10957,3076,10883,877,5069,16,994,0,0,0,0,0,0
2021-07,8호선,531,암사,41,0,14770,948,25639,6434,71995,8475,92404,19163,44461,13681,23312,11725,20390,13363,21203,15456,19961,14769,16829,16776,16156,22131,17719,25359,18629,36892,20756,68182,11611,52416,8987,27273,7144,26175,5310,23072,1325,9775,3,947,0,1,0,0,0,0
2021-07,8호선,532,천호(풍납토성),66,0,11627,1906,15967,10394,37474,13297,49467,25725,27964,21609,16398,16844,15438,16890,16805,18572,17581,19865,16311,19619,17363,24186,19049,27834,24104,37060,26141,60528,17487,42425,15589,21553,12571,18726,9299,16698,1798,7748,7,885,0,0,0,0,0,0
2021-07,8호선,533,강동구청,17,0,5158,1190,10158,4874,28281,13689,36993,32309,20157,13361,12174,9520,10950,9308,11312,8715,11149,10884,10819,10762,10844,11064,12168,14273,15576,20146,25567,32226,9927,24512,6470,13256,5652,11796,4278,12141,917,3959,2,391,0,0,0,0,0,0
2021-07,8호선,534,몽촌토성(평화의문),0,0,1588,1141,3577,5268,9787,7733,14439,22684,8396,12922,5945,7265,5634,5883,5937,6091,6445,6209,6470,5975,7093,6278,9166,6835,13409,9067,19118,14216,8366,10213,6208,5987,5920,4967,5300,5209,1407,1857,0,82,0,0,0,0,0,0
2021-07,8호선,535,잠실(송파구청),6,2,1388,2162,4089,9734,8177,26109,11610,63312,8237,32955,8317,21745,10802,21623,12433,23258,14424,23298,17238,22151,21909,23198,26466,21375,36700,25321,54879,32344,30008,17225,27206,8507,25250,6154,16053,5251,2454,1860,1,249,0,0,0,0,0,0
2021-07,8호선,536,석촌,0,0,3114,585,5241,4067,14288,8173,20522,20705,11561,16672,8419,10211,8590,10291,9189,10794,9393,10963,9327,10900,10228,12468,11684,13156,14720,17884,18573,24744,10031,17557,7725,9694,8840,8385,7253,7759,1355,3292,5,378,0,0,0,0,0,0
2021-07,8호선,537,송파,10,0,2514,600,7699,5056,21161,8802,25773,15583,13943,9036,9235,6712,9097,6938,9151,7495,8846,8088,8327,8084,10142,8961,11009,10746,11343,14607,13826,23916,7007,18765,5163,9457,3881,8977,3069,7913,770,3050,2,349,0,0,0,0,0,0
2021-07,8호선,538,가락시장,22,0,2654,2718,5488,6561,10097,14003,11500,35480,8274,16109,8563,11132,8794,9715,8647,8368,8692,9205,9777,8765,11424,8602,11750,9715,16728,11045,26346,15722,10101,11660,8308,7876,8816,6768,6212,5428,1223,2513,4,1140,0,0,0,0,0,0
2021-07,8호선,539,문정,8,0,2256,3225,6076,10949,20405,50372,26797,159906,16225,75282,12723,24803,13568,14700,14831,14363,16558,16387,19638,14022,22295,15550,25632,15882,68980,19765,121807,29023,42148,22521,25084,12079,24189,9351,16580,9529,2577,3739,1,77,0,0,0,0,0,0
2021-07,8호선,540,장지,3,0,4653,2427,15659,9870,42044,25166,48860,47237,25761,27902,16088,17815,14875,16195,16293,19870,16360,17889,16223,17792,19497,20407,24385,24658,36230,27075,45234,49048,24035,32274,20680,17109,16165,13622,12251,14375,2388,5673,1,40,0,0,0,0,0,0
2021-07,8호선,541,복정,6,0,4322,2497,9646,9429,29547,12066,36301,18730,20913,12042,12433,7000,9844,6374,10303,8174,9618,7612,9351,7870,11006,8893,13400,12232,20035,18702,24680,32699,13332,23061,8138,13270,6803,11244,5639,11732,1530,3447,5,203,0,0,0,0,0,0
2021-07,8호선,542,산성,21,0,4112,768,8137,2699,21951,3802,24387,6786,13319,4723,7984,5058,6788,4127,6894,5040,6791,5213,6032,5195,6247,7120,6756,9147,6908,12013,6400,21634,3289,18070,2387,10739,1913,9421,1140,9344,503,3754,2,183,0,0,1,1,0,0
2021-07,8호선,543,남한산성입구(성남법원.검찰청),56,2,10459,1391,19754,5046,46569,11792,58080,20510,30735,10976,17382,9207,15134,8841,14799,9880,14010,10347,12206,11141,12381,14678,13505,17765,17126,22994,20607,42240,9390,34075,5968,19495,4501,18574,3060,18816,947,7319,0,342,0,0,0,0,0,0
2021-07,8호선,544,단대오거리,16,0,8558,1943,15175,8060,33697,11136,39086,18007,21399,9044,13157,7679,11723,7691,11754,8888,11059,9006,9738,9396,10096,12953,11832,15418,16024,19387,20954,33295,9146,27969,5502,16645,4553,14764,3514,13334,701,6353,1,249,0,0,0,0,0,0
2021-07,8호선,545,신흥,8,0,3923,754,5368,3511,11994,3234,14356,6750,8481,4874,6004,5027,5770,5165,6100,5485,5997,5795,5755,6339,6260,7960,7174,8643,7434,10517,7250,15599,4330,12410,3433,7077,2659,6426,1893,5216,490,2826,6,106,0,0,0,0,0,0
2021-07,8호선,546,수진,4,0,4140,600,6413,2334,14839,3379,20413,7999,10447,5650,7208,5176,6880,5183,7096,4693,7117,5817,5905,5946,6497,6800,7240,8001,7841,9058,7184,14653,3904,11755,3214,6902,2563,6574,1831,6177,496,3133,3,141,0,0,0,0,0,0
2021-07,8호선,547,모란,24,0,2171,795,3447,3156,8292,4225,10613,6498,6813,5243,5739,5116,6000,5067,6011,4945,6279,5682,6799,5376,7581,5047,7992,6389,8045,6755,9127,8367,5403,5578,3567,2954,3532,2865,3406,2830,707,1202,2,163,0,0,0,0,0,0
